DataEnteredBy,StudyID,StudyTitle,Journal,Year_study_published,PublicationStatus,Language,Context,Genetic_group_bees,Continent,Country,Location,Lat,Long,Method_to_determine_coordinates,Treatment_Group,Status,TreatmentID,categoryTreatment,SubCategory1Treatment,SubCategory2Treatment,broadTreatment,specificTreatment,Concentration_percentage,Exposure_time_seconds,NumberOfApplications,Dosage,Dosage_units,ResponseNo.,ResponseVariableSpecies,ResponseVariableTarget,ResponseVariableCategory,BroadResponseVariable,SpecificResponseVariable,UnitsResponseVariable,specificResponseMean,specificResponseStError,SampleSize,MethodEffectivePaper,MethodtoExtractData,Data_source,Notes,Dosage_level
Darren,study_002,Valorization of hop leaves for development of eco-friendly bee pesticides,Apidologie,2021,Published_paper,English,Lab,Apis_mellifera,South_America,Argentina,"Santa Paula, Centro de Investigación en Abejas Sociales",-38.16833333,-57.63611111,Provided_in_paper,T1,treatment,T02,Chemical,Agriculturally_Organic,Essential_oil,Humulus_lupulus,Humulus_lupulus_Spalt_ethanolic_extract,NA,NA,1,9.9,mg/g,R3,Honey_bee,Honey_bee_worker,HoneyBeeReduction,Honey_bee_mortality,Worker_Honey_bee_mortality_24h,Percent,10,1.1,5,0,Provided_in_paper,Table_3,,NA
Darren,study_002,Valorization of hop leaves for development of eco-friendly bee pesticides,Apidologie,2021,Published_paper,English,Lab,Apis_mellifera,South_America,Argentina,"Santa Paula, Centro de Investigación en Abejas Sociales",-38.16833333,-57.63611111,Provided_in_paper,T1,treatment,T03,Chemical,Agriculturally_Organic,Essential_oil,Humulus_lupulus,Humulus_lupulus_Cascade_ethanolic_extract,NA,NA,1,6.4,mg/g,R3,Honey_bee,Honey_bee_worker,HoneyBeeReduction,Honey_bee_mortality,Worker_Honey_bee_mortality_24h,Percent,32,1.22,5,0,Provided_in_paper,Table_3,,NA
Darren,study_002,Valorization of hop leaves for development of eco-friendly bee pesticides,Apidologie,2021,Published_paper,English,Lab,Apis_mellifera,South_America,Argentina,"Santa Paula, Centro de Investigación en Abejas Sociales",-38.16833333,-57.63611111,Provided_in_paper,T1,control,C01,control,control,control,control,control,NA,NA,NA,NA,NA,R4,Honey_bee,Honey_bee_worker,HoneyBeeReduction,Honey_bee_mortality,Worker_Honey_bee_mortality_48h,Percent,6,0.22,5,NA,Provided_in_paper,Table_3,,control
Darren,study_002,Valorization of hop leaves for development of eco-friendly bee pesticides,Apidologie,2021,Published_paper,English,Lab,Apis_mellifera,South_America,Argentina,"Santa Paula, Centro de Investigación en Abejas Sociales",-38.16833333,-57.63611111,Provided_in_paper,T1,treatment,T01,Chemical,Agriculturally_Organic,Essential_oil,Humulus_lupulus,Humulus_lupulus_Victoria_ethanolic_extract,NA,NA,1,23.6,mg/g,R4,Honey_bee,Honey_bee_worker,HoneyBeeReduction,Honey_bee_mortality,Worker_Honey_bee_mortality_48h,Percent,14,0.151,5,0,Provided_in_paper,Table_3,,NA
Darren,study_002,Valorization of hop leaves for development of eco-friendly bee pesticides,Apidologie,2021,Published_paper,English,Lab,Apis_mellifera,South_America,Argentina,"Santa Paula, Centro de Investigación en Abejas Sociales",-38.16833333,-57.63611111,Provided_in_paper,T1,treatment,T02,Chemical,Agriculturally_Organic,Essential_oil,Humulus_lupulus,Humulus_lupulus_Spalt_ethanolic_extract,NA,NA,1,9.9,mg/g,R4,Honey_bee,Honey_bee_worker,HoneyBeeReduction,Honey_bee_mortality,Worker_Honey_bee_mortality_48h,Percent,12,1.09,5,0,Provided_in_paper,Table_3,,NA
Darren,study_002,Valorization of hop leaves for development of eco-friendly bee pesticides,Apidologie,2021,Published_paper,English,Lab,Apis_mellifera,South_America,Argentina,"Santa Paula, Centro de Investigación en Abejas Sociales",-38.16833333,-57.63611111,Provided_in_paper,T1,treatment,T03,Chemical,Agriculturally_Organic,Essential_oil,Humulus_lupulus,Humulus_lupulus_Cascade_ethanolic_extract,NA,NA,1,6.4,mg/g,R4,Honey_bee,Honey_bee_worker,HoneyBeeReduction,Honey_bee_mortality,Worker_Honey_bee_mortality_48h,Percent,36,1.94,5,0,Provided_in_paper,Table_3,,NA
Darren,study_002,Valorization of hop leaves for development of eco-friendly bee pesticides,Apidologie,2021,Published_paper,English,Lab,Apis_mellifera,South_America,Argentina,"Santa Paula, Centro de Investigación en Abejas Sociales",-38.16833333,-57.63611111,Provided_in_paper,T2,control,C01,control,control,control,control,control,NA,NA,NA,NA,NA,R1,Varroa,Varroa_adult,VarroaReduction,Varroa_mortality,Varroa_mortality_24h,Percent,8,0.54,5,NA,Provided_in_paper,Table_3,,control
Darren,study_002,Valorization of hop leaves for development of eco-friendly bee pesticides,Apidologie,2021,Published_paper,English,Lab,Apis_mellifera,South_America,Argentina,"Santa Paula, Centro de Investigación en Abejas Sociales",-38.16833333,-57.63611111,Provided_in_paper,T2,treatment,T01,Chemical,Agriculturally_Organic,Essential_oil,Humulus_lupulus,Humulus_lupulus_Victoria_methanolic_extract,NA,NA,1,18.6,mg/g,R1,Varroa,Varroa_adult,VarroaReduction,Varroa_mortality,Varroa_mortality_24h,Percent,40,1,5,1,Provided_in_paper,Table_3,,NA
Darren,study_002,Valorization of hop leaves for development of eco-friendly bee pesticides,Apidologie,2021,Published_paper,English,Lab,Apis_mellifera,South_America,Argentina,"Santa Paula, Centro de Investigación en Abejas Sociales",-38.16833333,-57.63611111,Provided_in_paper,T2,treatment,T02,Chemical,Agriculturally_Organic,Essential_oil,Humulus_lupulus,Humulus_lupulus_Spalt_methanolic_extract,NA,NA,1,9.4,mg/g,R1,Varroa,Varroa_adult,VarroaReduction,Varroa_mortality,Varroa_mortality_24h,Percent,36,0.83,5,1,Provided_in_paper,Table_3,,NA
Darren,study_002,Valorization of hop leaves for development of eco-friendly bee pesticides,Apidologie,2021,Published_paper,English,Lab,Apis_mellifera,South_America,Argentina,"Santa Paula, Centro de Investigación en Abejas Sociales",-38.16833333,-57.63611111,Provided_in_paper,T2,treatment,T03,Chemical,Agriculturally_Organic,Essential_oil,Humulus_lupulus,Humulus_lupulus_Cascade_methanolic_extract,NA,NA,1,5.8,mg/g,R1,Varroa,Varroa_adult,VarroaReduction,Varroa_mortality,Varroa_mortality_24h,Percent,52,1.34,5,1,Provided_in_paper,Table_3,,NA
Darren,study_002,Valorization of hop leaves for development of eco-friendly bee pesticides,Apidologie,2021,Published_paper,English,Lab,Apis_mellifera,South_America,Argentina,"Santa Paula, Centro de Investigación en Abejas Sociales",-38.16833333,-57.63611111,Provided_in_paper,T2,control,C01,control,control,control,control,control,NA,NA,NA,NA,NA,R2,Varroa,Varroa_adult,VarroaReduction,Varroa_mortality,Varroa_mortality_48h,Percent,20,1.22,5,NA,Provided_in_paper,Table_3,,control
Darren,study_002,Valorization of hop leaves for development of eco-friendly bee pesticides,Apidologie,2021,Published_paper,English,Lab,Apis_mellifera,South_America,Argentina,"Santa Paula, Centro de Investigación en Abejas Sociales",-38.16833333,-57.63611111,Provided_in_paper,T2,treatment,T01,Chemical,Agriculturally_Organic,Essential_oil,Humulus_lupulus,Humulus_lupulus_Victoria_methanolic_extract,NA,NA,1,18.6,mg/g,R2,Varroa,Varroa_adult,VarroaReduction,Varroa_mortality,Varroa_mortality_48h,Percent,52,1.14,5,1,Provided_in_paper,Table_3,,NA
Darren,study_002,Valorization of hop leaves for development of eco-friendly bee pesticides,Apidologie,2021,Published_paper,English,Lab,Apis_mellifera,South_America,Argentina,"Santa Paula, Centro de Investigación en Abejas Sociales",-38.16833333,-57.63611111,Provided_in_paper,T2,treatment,T02,Chemical,Agriculturally_Organic,Essential_oil,Humulus_lupulus,Humulus_lupulus_Spalt_methanolic_extract,NA,NA,1,9.4,mg/g,R2,Varroa,Varroa_adult,VarroaReduction,Varroa_mortality,Varroa_mortality_48h,Percent,56,1.09,5,1,Provided_in_paper,Table_3,,NA
Darren,study_002,Valorization of hop leaves for development of eco-friendly bee pesticides,Apidologie,2021,Published_paper,English,Lab,Apis_mellifera,South_America,Argentina,"Santa Paula, Centro de Investigación en Abejas Sociales",-38.16833333,-57.63611111,Provided_in_paper,T2,treatment,T03,Chemical,Agriculturally_Organic,Essential_oil,Humulus_lupulus,Humulus_lupulus_Cascade_methanolic_extract,NA,NA,1,5.8,mg/g,R2,Varroa,Varroa_adult,VarroaReduction,Varroa_mortality,Varroa_mortality_48h,Percent,68,1.34,5,1,Provided_in_paper,Table_3,,NA
Darren,study_002,Valorization of hop leaves for development of eco-friendly bee pesticides,Apidologie,2021,Published_paper,English,Lab,Apis_mellifera,South_America,Argentina,"Santa Paula, Centro de Investigación en Abejas Sociales",-38.16833333,-57.63611111,Provided_in_paper,T2,control,C01,control,control,control,control,control,NA,NA,NA,NA,NA,R3,Honey_bee,Honey_bee_worker,HoneyBeeReduction,Honey_bee_mortality,Worker_Honey_bee_mortality_24h,Percent,0,0,5,NA,Provided_in_paper,Table_3,,control
Darren,study_002,Valorization of hop leaves for development of eco-friendly bee pesticides,Apidologie,2021,Published_paper,English,Lab,Apis_mellifera,South_America,Argentina,"Santa Paula, Centro de Investigación en Abejas Sociales",-38.16833333,-57.63611111,Provided_in_paper,T2,treatment,T01,Chemical,Agriculturally_Organic,Essential_oil,Humulus_lupulus,Humulus_lupulus_Victoria_methanolic_extract,NA,NA,1,18.6,mg/g,R3,Honey_bee,Honey_bee_worker,HoneyBeeReduction,Honey_bee_mortality,Worker_Honey_bee_mortality_24h,Percent,0,0,5,1,Provided_in_paper,Table_3,,NA
Darren,study_002,Valorization of hop leaves for development of eco-friendly bee pesticides,Apidologie,2021,Published_paper,English,Lab,Apis_mellifera,South_America,Argentina,"Santa Paula, Centro de Investigación en Abejas Sociales",-38.16833333,-57.63611111,Provided_in_paper,T2,treatment,T02,Chemical,Agriculturally_Organic,Essential_oil,Humulus_lupulus,Humulus_lupulus_Spalt_methanolic_extract,NA,NA,1,9.4,mg/g,R3,Honey_bee,Honey_bee_worker,HoneyBeeReduction,Honey_bee_mortality,Worker_Honey_bee_mortality_24h,Percent,6,0.6,5,1,Provided_in_paper,Table_3,,NA
Darren,study_002,Valorization of hop leaves for development of eco-friendly bee pesticides,Apidologie,2021,Published_paper,English,Lab,Apis_mellifera,South_America,Argentina,"Santa Paula, Centro de Investigación en Abejas Sociales",-38.16833333,-57.63611111,Provided_in_paper,T2,treatment,T03,Chemical,Agriculturally_Organic,Essential_oil,Humulus_lupulus,Humulus_lupulus_Cascade_methanolic_extract,NA,NA,1,5.8,mg/g,R3,Honey_bee,Honey_bee_worker,HoneyBeeReduction,Honey_bee_mortality,Worker_Honey_bee_mortality_24h,Percent,12,1,5,0,Provided_in_paper,Table_3,,NA
Darren,study_002,Valorization of hop leaves for development of eco-friendly bee pesticides,Apidologie,2021,Published_paper,English,Lab,Apis_mellifera,South_America,Argentina,"Santa Paula, Centro de Investigación en Abejas Sociales",-38.16833333,-57.63611111,Provided_in_paper,T2,control,C01,control,control,control,control,control,NA,NA,NA,NA,NA,R4,Honey_bee,Honey_bee_worker,HoneyBeeReduction,Honey_bee_mortality,Worker_Honey_bee_mortality_48h,Percent,6,0.54,5,NA,Provided_in_paper,Table_3,,control
Darren,study_002,Valorization of hop leaves for development of eco-friendly bee pesticides,Apidologie,2021,Published_paper,English,Lab,Apis_mellifera,South_America,Argentina,"Santa Paula, Centro de Investigación en Abejas Sociales",-38.16833333,-57.63611111,Provided_in_paper,T2,treatment,T01,Chemical,Agriculturally_Organic,Essential_oil,Humulus_lupulus,Humulus_lupulus_Victoria_methanolic_extract,NA,NA,1,18.6,mg/g,R4,Honey_bee,Honey_bee_worker,HoneyBeeReduction,Honey_bee_mortality,Worker_Honey_bee_mortality_48h,Percent,2,0.5,5,1,Provided_in_paper,Table_3,,NA
Darren,study_002,Valorization of hop leaves for development of eco-friendly bee pesticides,Apidologie,2021,Published_paper,English,Lab,Apis_mellifera,South_America,Argentina,"Santa Paula, Centro de Investigación en Abejas Sociales",-38.16833333,-57.63611111,Provided_in_paper,T2,treatment,T02,Chemical,Agriculturally_Organic,Essential_oil,Humulus_lupulus,Humulus_lupulus_Spalt_methanolic_extract,NA,NA,1,9.4,mg/g,R4,Honey_bee,Honey_bee_worker,HoneyBeeReduction,Honey_bee_mortality,Worker_Honey_bee_mortality_48h,Percent,12,1.64,5,0,Provided_in_paper,Table_3,,NA
Darren,study_002,Valorization of hop leaves for development of eco-friendly bee pesticides,Apidologie,2021,Published_paper,English,Lab,Apis_mellifera,South_America,Argentina,"Santa Paula, Centro de Investigación en Abejas Sociales",-38.16833333,-57.63611111,Provided_in_paper,T2,treatment,T03,Chemical,Agriculturally_Organic,Essential_oil,Humulus_lupulus,Humulus_lupulus_Cascade_methanolic_extract,NA,NA,1,5.8,mg/g,R4,Honey_bee,Honey_bee_worker,HoneyBeeReduction,Honey_bee_mortality,Worker_Honey_bee_mortality_48h,Percent,18,2.04,5,0,Provided_in_paper,Table_3,,NA
Darren,study_003,"Virulence and site of infection of the fungus, Hirsutella thompsonii, to the honey bee ectoparasitic mite, Varroa destructor",Journal of Invertebrate Pathology,2002,Published_paper,English,Lab,Apis_mellifera,North_America,USA,"University of California, Davis",38.5368,-121.789,Google_maps,T1,treatment,T01,Biological,Natural_enemies,Fungal_natural_enemies,Hirsutella_thompsonii,Hirsutella_thompsonii_isolate_H.t.3323,NA,NA,1,93,RH,R1,Honey_bee,Honey_bee_worker,HoneyBeeReduction,Honey_bee_mortality,Worker_Honey_bee_mortality,Percent,89.8,3.4,30,0,PlotDigitiser,Figure_3,,NA
Darren,study_003,"Virulence and site of infection of the fungus, Hirsutella thompsonii, to the honey bee ectoparasitic mite, Varroa destructor",Journal of Invertebrate Pathology,2002,Published_paper,English,Lab,Apis_mellifera,North_America,USA,"University of California, Davis",38.5368,-121.789,Google_maps,T1,treatment,T02,Biological,Natural_enemies,Fungal_natural_enemies,Hirsutella_thompsonii,Hirsutella_thompsonii_isolate_H.t.257,NA,NA,1,93,RH,R1,Honey_bee,Honey_bee_worker,HoneyBeeReduction,Honey_bee_mortality,Worker_Honey_bee_mortality,Percent,91.84,7.48,30,0,PlotDigitiser,Figure_3,,NA
Darren,study_003,"Virulence and site of infection of the fungus, Hirsutella thompsonii, to the honey bee ectoparasitic mite, Varroa destructor",Journal of Invertebrate Pathology,2002,Published_paper,English,Lab,Apis_mellifera,North_America,USA,"University of California, Davis",38.5368,-121.789,Google_maps,T1,treatment,T03,Biological,Natural_enemies,Fungal_natural_enemies,Hirsutella_thompsonii,Hirsutella_thompsonii_isolate_H.t.1947,NA,NA,1,93,RH,R1,Honey_bee,Honey_bee_worker,HoneyBeeReduction,Honey_bee_mortality,Worker_Honey_bee_mortality,Percent,90.48,8.16,30,0,PlotDigitiser,Figure_3,,NA
Darren,study_003,"Virulence and site of infection of the fungus, Hirsutella thompsonii, to the honey bee ectoparasitic mite, Varroa destructor",Journal of Invertebrate Pathology,2002,Published_paper,English,Lab,Apis_mellifera,North_America,USA,"University of California, Davis",38.5368,-121.789,Google_maps,T1,control,C01,control,control,control,control,control,NA,NA,NA,NA,NA,R1,Honey_bee,Honey_bee_worker,HoneyBeeReduction,Honey_bee_mortality,Worker_Honey_bee_mortality,Percent,89.8,8.84,30,NA,PlotDigitiser,Figure_3,,control
Darren,study_003,"Virulence and site of infection of the fungus, Hirsutella thompsonii, to the honey bee ectoparasitic mite, Varroa destructor",Journal of Invertebrate Pathology,2002,Published_paper,English,Lab,Apis_mellifera,North_America,USA,"University of California, Davis",38.5368,-121.789,Google_maps,T2,treatment,T01,Biological,Natural_enemies,Fungal_natural_enemies,Hirsutella_thompsonii,Hirsutella_thompsonii_isolate_H.t.3323,NA,NA,1,50,RH,R1,Honey_bee,Honey_bee_worker,HoneyBeeReduction,Honey_bee_mortality,Worker_Honey_bee_mortality,Percent,8.72,4.43,30,0,PlotDigitiser,Figure_4,,NA
Darren,study_003,"Virulence and site of infection of the fungus, Hirsutella thompsonii, to the honey bee ectoparasitic mite, Varroa destructor",Journal of Invertebrate Pathology,2002,Published_paper,English,Lab,Apis_mellifera,North_America,USA,"University of California, Davis",38.5368,-121.789,Google_maps,T2,control,C01,control,control,control,control,control,NA,NA,NA,NA,NA,R1,Honey_bee,Honey_bee_worker,HoneyBeeReduction,Honey_bee_mortality,Worker_Honey_bee_mortality,Percent,7.71,2.14,30,NA,PlotDigitiser,Figure_4,,control
Darren,study_003,"Virulence and site of infection of the fungus, Hirsutella thompsonii, to the honey bee ectoparasitic mite, Varroa destructor",Journal of Invertebrate Pathology,2002,Published_paper,English,Lab,Apis_mellifera,North_America,USA,"University of California, Davis",38.5368,-121.789,Google_maps,T3,treatment,T01,Biological,Natural_enemies,Fungal_natural_enemies,Hirsutella_thompsonii,Hirsutella_thompsonii_isolate_H.t.3323,NA,NA,1,93,RH,R2,Honey_bee,Honey_bee_juvenile,HoneyBeeReduction,Honey_bee_mortality,Larval_Honey_bee_mortality,Percent,6.91,1.33,24,0,PlotDigitiser,Figure_5,,NA
Darren,study_003,"Virulence and site of infection of the fungus, Hirsutella thompsonii, to the honey bee ectoparasitic mite, Varroa destructor",Journal of Invertebrate Pathology,2002,Published_paper,English,Lab,Apis_mellifera,North_America,USA,"University of California, Davis",38.5368,-121.789,Google_maps,T3,treatment,T02,Biological,Natural_enemies,Fungal_natural_enemies,Hirsutella_thompsonii,Hirsutella_thompsonii_isolate_H.t.257,NA,NA,1,93,RH,R2,Honey_bee,Honey_bee_juvenile,HoneyBeeReduction,Honey_bee_mortality,Larval_Honey_bee_mortality,Percent,4.26,2.27,24,0,PlotDigitiser,Figure_5,,NA
Darren,study_003,"Virulence and site of infection of the fungus, Hirsutella thompsonii, to the honey bee ectoparasitic mite, Varroa destructor",Journal of Invertebrate Pathology,2002,Published_paper,English,Lab,Apis_mellifera,North_America,USA,"University of California, Davis",38.5368,-121.789,Google_maps,T3,treatment,T03,Biological,Natural_enemies,Fungal_natural_enemies,Hirsutella_thompsonii,Hirsutella_thompsonii_isolate_H.t.1947,NA,NA,1,93,RH,R2,Honey_bee,Honey_bee_juvenile,HoneyBeeReduction,Honey_bee_mortality,Larval_Honey_bee_mortality,Percent,5.59,2.74,24,0,PlotDigitiser,Figure_5,,NA
Darren,study_003,"Virulence and site of infection of the fungus, Hirsutella thompsonii, to the honey bee ectoparasitic mite, Varroa destructor",Journal of Invertebrate Pathology,2002,Published_paper,English,Lab,Apis_mellifera,North_America,USA,"University of California, Davis",38.5368,-121.789,Google_maps,T3,control,C01,control,control,control,control,control,NA,NA,NA,NA,NA,R2,Honey_bee,Honey_bee_juvenile,HoneyBeeReduction,Honey_bee_mortality,Larval_Honey_bee_mortality,Percent,5.68,1.23,24,NA,PlotDigitiser,Figure_5,,control
Darren,study_003,"Virulence and site of infection of the fungus, Hirsutella thompsonii, to the honey bee ectoparasitic mite, Varroa destructor",Journal of Invertebrate Pathology,2002,Published_paper,English,Lab,Apis_mellifera,North_America,USA,"University of California, Davis",38.5368,-121.789,Google_maps,T4,treatment,T01,Biological,Natural_enemies,Fungal_natural_enemies,Hirsutella_thompsonii,Hirsutella_thompsonii_isolate_H.t.3323,NA,NA,1,93,RH,R3,Honey_bee,Honey_bee_juvenile,HoneyBeeReduction,Honey_bee_mortality,Prepupal_Honey_bee_mortality,Percent,5.59,1.32,24,0,PlotDigitiser,Figure_5,,NA
Darren,study_003,"Virulence and site of infection of the fungus, Hirsutella thompsonii, to the honey bee ectoparasitic mite, Varroa destructor",Journal of Invertebrate Pathology,2002,Published_paper,English,Lab,Apis_mellifera,North_America,USA,"University of California, Davis",38.5368,-121.789,Google_maps,T4,treatment,T02,Biological,Natural_enemies,Fungal_natural_enemies,Hirsutella_thompsonii,Hirsutella_thompsonii_isolate_H.t.257,NA,NA,1,93,RH,R3,Honey_bee,Honey_bee_juvenile,HoneyBeeReduction,Honey_bee_mortality,Prepupal_Honey_bee_mortality,Percent,4.17,2.36,24,0,PlotDigitiser,Figure_5,,NA
Darren,study_003,"Virulence and site of infection of the fungus, Hirsutella thompsonii, to the honey bee ectoparasitic mite, Varroa destructor",Journal of Invertebrate Pathology,2002,Published_paper,English,Lab,Apis_mellifera,North_America,USA,"University of California, Davis",38.5368,-121.789,Google_maps,T4,treatment,T03,Biological,Natural_enemies,Fungal_natural_enemies,Hirsutella_thompsonii,Hirsutella_thompsonii_isolate_H.t.1947,NA,NA,1,93,RH,R3,Honey_bee,Honey_bee_juvenile,HoneyBeeReduction,Honey_bee_mortality,Prepupal_Honey_bee_mortality,Percent,7.1,2.46,24,0,PlotDigitiser,Figure_5,,NA
Darren,study_003,"Virulence and site of infection of the fungus, Hirsutella thompsonii, to the honey bee ectoparasitic mite, Varroa destructor",Journal of Invertebrate Pathology,2002,Published_paper,English,Lab,Apis_mellifera,North_America,USA,"University of California, Davis",38.5368,-121.789,Google_maps,T4,control,C01,control,control,control,control,control,NA,NA,NA,NA,NA,R3,Honey_bee,Honey_bee_juvenile,HoneyBeeReduction,Honey_bee_mortality,Prepupal_Honey_bee_mortality,Percent,6.81,1.33,24,NA,PlotDigitiser,Figure_5,KH thinks its an error and changed from R4 to R3,control
Darren,study_003,"Virulence and site of infection of the fungus, Hirsutella thompsonii, to the honey bee ectoparasitic mite, Varroa destructor",Journal of Invertebrate Pathology,2002,Published_paper,English,Lab,Apis_mellifera,North_America,USA,"University of California, Davis",38.5368,-121.789,Google_maps,T5,treatment,T01,Biological,Natural_enemies,Fungal_natural_enemies,Hirsutella_thompsonii,Hirsutella_thompsonii_isolate_H.t.3323,NA,NA,1,93,RH,R4,Honey_bee,Honey_bee_juvenile,HoneyBeeReduction,Honey_bee_mortality,Pupal_Honey_bee_mortality,Percent,3.6,0.28,24,0,PlotDigitiser,Figure_5,,NA
Darren,study_003,"Virulence and site of infection of the fungus, Hirsutella thompsonii, to the honey bee ectoparasitic mite, Varroa destructor",Journal of Invertebrate Pathology,2002,Published_paper,English,Lab,Apis_mellifera,North_America,USA,"University of California, Davis",38.5368,-121.789,Google_maps,T5,treatment,T02,Biological,Natural_enemies,Fungal_natural_enemies,Hirsutella_thompsonii,Hirsutella_thompsonii_isolate_H.t.257,NA,NA,1,93,RH,R4,Honey_bee,Honey_bee_juvenile,HoneyBeeReduction,Honey_bee_mortality,Pupal_Honey_bee_mortality,Percent,2.46,1.23,24,0,PlotDigitiser,Figure_5,,NA
Darren,study_003,"Virulence and site of infection of the fungus, Hirsutella thompsonii, to the honey bee ectoparasitic mite, Varroa destructor",Journal of Invertebrate Pathology,2002,Published_paper,English,Lab,Apis_mellifera,North_America,USA,"University of California, Davis",38.5368,-121.789,Google_maps,T5,treatment,T03,Biological,Natural_enemies,Fungal_natural_enemies,Hirsutella_thompsonii,Hirsutella_thompsonii_isolate_H.t.1947,NA,NA,1,93,RH,R4,Honey_bee,Honey_bee_juvenile,HoneyBeeReduction,Honey_bee_mortality,Pupal_Honey_bee_mortality,Percent,3.69,0.19,24,0,PlotDigitiser,Figure_5,,NA
Darren,study_003,"Virulence and site of infection of the fungus, Hirsutella thompsonii, to the honey bee ectoparasitic mite, Varroa destructor",Journal of Invertebrate Pathology,2002,Published_paper,English,Lab,Apis_mellifera,North_America,USA,"University of California, Davis",38.5368,-121.789,Google_maps,T5,control,C01,control,control,control,control,control,NA,NA,NA,NA,NA,R4,Honey_bee,Honey_bee_juvenile,HoneyBeeReduction,Honey_bee_mortality,Pupal_Honey_bee_mortality,Percent,2.27,1.04,24,NA,PlotDigitiser,Figure_5,,control
Jack,study_004,A new formulation of oxalic acid for Varroa destructor control applied in Apis mellifera colonies in the presence of brood,Apidologie,2015,Published_paper,English,Field,Apis_mellifera,South_America,Argentina,"Los Charrúas, Entre Rios",-34.86042,-68.4583586,Google_maps,T1,control,C01,control,control,control,control,control,NA,NA,NA,NA,NA,R1,Varroa,Varroa_adult,VarroaReduction,Varroa_mortality,Varroa_mortality_42_days,Percent,5.2,NA,9,NA,Provided_in_paper,Table_1,Untreated_control.Summer_treatment.,control
Jack,study_004,A new formulation of oxalic acid for Varroa destructor control applied in Apis mellifera colonies in the presence of brood,Apidologie,2015,Published_paper,English,Field,Apis_mellifera,South_America,Argentina,"Los Charrúas, Entre Rios",-34.86042,-68.4583586,Google_maps,T1,treatment,T01,Chemical,Agriculturally_Organic,Organic_acid,Oxalic_acid,Oxalic_acid_Aluen_CAP_Summer_treatment,NA,NA,1,10,g,R1,Varroa,Varroa_adult,VarroaReduction,Varroa_mortality,Varroa_mortality_42_days,Percent,94,NA,10,1,Provided_in_paper,Table_1,Summer_treatment,NA
